name,sportId,typeId,marketName,type,enabled,minOdds,maxOdds,addedSpread,primaryBookmaker,secondaryBookmaker
Ligue 1,12,10101,1st Half Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,,
Ligue 1,12,10102,2nd Half Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,,
Ligue 1,12,10111,1st Half Team Total,Total,true,0.95,0.05,0,,
Ligue 1,12,10112,1st Half Team Total,Total,true,0.95,0.05,0,,
Ligue 1,12,10121,1st Half Draw No Bet,Moneyline,true,0.95,0.05,0,,
Ligue 1,12,10122,2nd Half Draw No Bet,Moneyline,true,0.95,0.05,0,,
Ligue 1,12,10163,1st Half Correct Score,Correct Score,true,0.99,0.01,0,blue book,
Ligue 1,12,10164,2nd Half Correct Score,Correct Score,true,0.99,0.01,0,blue book,
Ligue 1,12,10211,2nd Half Team Total,Total,true,0.95,0.05,0,,
Ligue 1,12,10212,2nd Half Team Total,Total,true,0.95,0.05,0,,
Ligue 1,12,10222,Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
Ligue 1,12,10223,Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Ligue 1,12,10224,Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Ligue 1,12,10226,1st Half Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
Ligue 1,12,10227,2nd Half Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
Ligue 1,12,10228,1st Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Ligue 1,12,10229,1st Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Ligue 1,12,10230,2nd Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Ligue 1,12,10231,2nd Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Ligue 1,12,11100,Player Goals,Total,true,0.95,0.10,0,draftkings,betano
Ligue 1,12,10242,Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
Ligue 1,12,10243,Team Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
Ligue 1,12,10244,Team Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
Bundesliga,13,0,Moneyline,Moneyline,true,0.95,0.05,0,,
Bundesliga,13,10001,Asian Handicap,Spread,true,0.95,0.05,0,blue book,1xbet
Bundesliga,13,10002,Total Goals,Total,true,0.95,0.05,0,,
Bundesliga,13,10003,Double Chance,Double Chance,true,0.99,0.01,0,blue book,betano
Bundesliga,13,10009,Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,blue book,betano
Bundesliga,13,10010,Draw No Bet,Moneyline,true,0.95,0.05,0,blue book,betano
Bundesliga,13,10015,1st Half Double Chance,Double Chance,true,0.95,0.05,0,blue book,betano
Bundesliga,13,10016,2nd Half Double Chance,Double Chance,true,0.95,0.05,0,blue book,betano
Bundesliga,13,10017,Team Total,Total,true,0.95,0.05,0,,
Bundesliga,13,10018,Team Total,Total,true,0.95,0.05,0,,
Bundesliga,13,10021,1st Half Moneyline,Moneyline,true,0.99,0.01,0,,
Bundesliga,13,10022,2nd Half Moneyline,Moneyline,true,0.99,0.01,0,,
Bundesliga,13,10031,1st Half Total Goals,Total,true,0.95,0.05,0,,
Bundesliga,13,10032,2nd Half Total Goals,Total,true,0.95,0.05,0,,
Bundesliga,13,10100,Correct Score,Correct Score,true,0.99,0.01,0,blue book,betano
Bundesliga,13,10101,1st Half Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,,
Bundesliga,13,10102,2nd Half Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,,
Bundesliga,13,10111,1st Half Team Total,Total,true,0.95,0.05,0,,
Bundesliga,13,10112,1st Half Team Total,Total,true,0.95,0.05,0,,
Bundesliga,13,10121,1st Half Draw No Bet,Moneyline,true,0.95,0.05,0,,
Bundesliga,13,10122,2nd Half Draw No Bet,Moneyline,true,0.95,0.05,0,,
Bundesliga,13,10163,1st Half Correct Score,Correct Score,true,0.99,0.01,0,blue book,
Bundesliga,13,10164,2nd Half Correct Score,Correct Score,true,0.99,0.01,0,blue book,
Bundesliga,13,10211,2nd Half Team Total,Total,true,0.95,0.05,0,,
Bundesliga,13,10212,2nd Half Team Total,Total,true,0.95,0.05,0,,
Bundesliga,13,10222,Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
Bundesliga,13,10223,Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Bundesliga,13,10224,Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Bundesliga,13,10226,1st Half Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
Bundesliga,13,10227,2nd Half Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
Bundesliga,13,10228,1st Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Bundesliga,13,10229,1st Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Bundesliga,13,10230,2nd Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Bundesliga,13,10231,2nd Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Bundesliga,13,11100,Player Goals,Total,true,0.95,0.10,0,draftkings,betano
Bundesliga,13,10242,Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
Bundesliga,13,10243,Team Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
Bundesliga,13,10244,Team Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
La Liga,14,0,Moneyline,Moneyline,true,0.95,0.05,0,,
La Liga,14,10001,Asian Handicap,Spread,true,0.95,0.05,0,blue book,1xbet
La Liga,14,10002,Total Goals,Total,true,0.95,0.05,0,,
La Liga,14,10003,Double Chance,Double Chance,true,0.99,0.01,0,blue book,betano
La Liga,14,10009,Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,blue book,betano
La Liga,14,10010,Draw No Bet,Moneyline,true,0.95,0.05,0,blue book,betano
La Liga,14,10015,1st Half Double Chance,Double Chance,true,0.95,0.05,0,blue book,betano
La Liga,14,10016,2nd Half Double Chance,Double Chance,true,0.95,0.05,0,blue book,betano
La Liga,14,10017,Team Total,Total,true,0.95,0.05,0,,
La Liga,14,10018,Team Total,Total,true,0.95,0.05,0,,
La Liga,14,10021,1st Half Moneyline,Moneyline,true,0.99,0.01,0,,
La Liga,14,10022,2nd Half Moneyline,Moneyline,true,0.99,0.01,0,,
La Liga,14,10031,1st Half Total Goals,Total,true,0.95,0.05,0,,
La Liga,14,10032,2nd Half Total Goals,Total,true,0.95,0.05,0,,
La Liga,14,10100,Correct Score,Correct Score,true,0.99,0.01,0,blue book,betano
La Liga,14,10101,1st Half Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,,
La Liga,14,10102,2nd Half Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,,
La Liga,14,10111,1st Half Team Total,Total,true,0.95,0.05,0,,
La Liga,14,10112,1st Half Team Total,Total,true,0.95,0.05,0,,
La Liga,14,10121,1st Half Draw No Bet,Moneyline,true,0.95,0.05,0,,
La Liga,14,10122,2nd Half Draw No Bet,Moneyline,true,0.95,0.05,0,,
La Liga,14,10163,1st Half Correct Score,Correct Score,true,0.99,0.01,0,blue book,
La Liga,14,10164,2nd Half Correct Score,Correct Score,true,0.99,0.01,0,blue book,
La Liga,14,10211,2nd Half Team Total,Total,true,0.95,0.05,0,,
La Liga,14,10212,2nd Half Team Total,Total,true,0.95,0.05,0,,
La Liga,14,10222,Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
La Liga,14,10223,Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
La Liga,14,10224,Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
La Liga,14,10226,1st Half Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
La Liga,14,10227,2nd Half Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
La Liga,14,10228,1st Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
La Liga,14,10229,1st Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
La Liga,14,10230,2nd Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
La Liga,14,10231,2nd Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
La Liga,14,11100,Player Goals,Total,true,0.95,0.10,0,draftkings,betano
La Liga,14,10242,Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
La Liga,14,10243,Team Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
La Liga,14,10244,Team Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
Serie A,15,0,Moneyline,Moneyline,true,0.95,0.05,0,,
Serie A,15,10001,Asian Handicap,Spread,true,0.95,0.05,0,blue book,1xbet
Serie A,15,10002,Total Goals,Total,true,0.95,0.05,0,,
Serie A,15,10003,Double Chance,Double Chance,true,0.99,0.01,0,blue book,betano
Serie A,15,10009,Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,blue book,betano
Serie A,15,10010,Draw No Bet,Moneyline,true,0.95,0.05,0,blue book,betano
Serie A,15,10015,1st Half Double Chance,Double Chance,true,0.95,0.05,0,blue book,betano
Serie A,15,10016,2nd Half Double Chance,Double Chance,true,0.95,0.05,0,blue book,betano
Serie A,15,10017,Team Total,Total,true,0.95,0.05,0,,
Serie A,15,10018,Team Total,Total,true,0.95,0.05,0,,
Serie A,15,10021,1st Half Moneyline,Moneyline,true,0.99,0.01,0,,
Serie A,15,10022,2nd Half Moneyline,Moneyline,true,0.99,0.01,0,,
Serie A,15,10031,1st Half Total Goals,Total,true,0.95,0.05,0,,
Serie A,15,10032,2nd Half Total Goals,Total,true,0.95,0.05,0,,
Serie A,15,10100,Correct Score,Correct Score,true,0.99,0.01,0,blue book,betano
Serie A,15,10101,1st Half Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,,
Serie A,15,10102,2nd Half Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,,
Serie A,15,10111,1st Half Team Total,Total,true,0.95,0.05,0,,
Serie A,15,10112,1st Half Team Total,Total,true,0.95,0.05,0,,
Serie A,15,10121,1st Half Draw No Bet,Moneyline,true,0.95,0.05,0,,
Serie A,15,10122,2nd Half Draw No Bet,Moneyline,true,0.95,0.05,0,,
Serie A,15,10163,1st Half Correct Score,Correct Score,true,0.99,0.01,0,blue book,
Serie A,15,10164,2nd Half Correct Score,Correct Score,true,0.99,0.01,0,blue book,
Serie A,15,10211,2nd Half Team Total,Total,true,0.95,0.05,0,,
Serie A,15,10212,2nd Half Team Total,Total,true,0.95,0.05,0,,
Serie A,15,10222,Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
Serie A,15,10223,Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Serie A,15,10224,Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Serie A,15,10226,1st Half Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
Serie A,15,10227,2nd Half Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
Serie A,15,10228,1st Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Serie A,15,10229,1st Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Serie A,15,10230,2nd Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Serie A,15,10231,2nd Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
Serie A,15,11100,Player Goals,Total,true,0.95,0.10,0,draftkings,betano
Serie A,15,10242,Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
Serie A,15,10243,Team Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
Serie A,15,10244,Team Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
UEFA Champions League,16,0,Moneyline,Moneyline,true,0.95,0.05,0,,
UEFA Champions League,16,10001,Asian Handicap,Spread,true,0.95,0.05,0,blue book,1xbet
UEFA Champions League,16,10002,Total Goals,Total,true,0.95,0.05,0,,
UEFA Champions League,16,10003,Double Chance,Double Chance,true,0.99,0.01,0,blue book,betano
UEFA Champions League,16,10009,Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,blue book,betano
UEFA Champions League,16,10010,Draw No Bet,Moneyline,true,0.95,0.05,0,blue book,betano
UEFA Champions League,16,10015,1st Half Double Chance,Double Chance,true,0.95,0.05,0,blue book,betano
UEFA Champions League,16,10016,2nd Half Double Chance,Double Chance,true,0.95,0.05,0,blue book,betano
UEFA Champions League,16,10017,Team Total,Total,true,0.95,0.05,0,,
UEFA Champions League,16,10018,Team Total,Total,true,0.95,0.05,0,,
UEFA Champions League,16,10021,1st Half Moneyline,Moneyline,true,0.99,0.01,0,,
UEFA Champions League,16,10022,2nd Half Moneyline,Moneyline,true,0.99,0.01,0,,
UEFA Champions League,16,10031,1st Half Total Goals,Total,true,0.95,0.05,0,,
UEFA Champions League,16,10032,2nd Half Total Goals,Total,true,0.95,0.05,0,,
UEFA Champions League,16,10100,Correct Score,Correct Score,true,0.99,0.01,0,blue book,betano
UEFA Champions League,16,10101,1st Half Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,,
UEFA Champions League,16,10102,2nd Half Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,,
UEFA Champions League,16,10111,1st Half Team Total,Total,true,0.95,0.05,0,,
UEFA Champions League,16,10112,1st Half Team Total,Total,true,0.95,0.05,0,,
UEFA Champions League,16,10121,1st Half Draw No Bet,Moneyline,true,0.95,0.05,0,,
UEFA Champions League,16,10122,2nd Half Draw No Bet,Moneyline,true,0.95,0.05,0,,
UEFA Champions League,16,10163,1st Half Correct Score,Correct Score,true,0.99,0.01,0,blue book,
UEFA Champions League,16,10164,2nd Half Correct Score,Correct Score,true,0.99,0.01,0,blue book,
UEFA Champions League,16,10211,2nd Half Team Total,Total,true,0.95,0.05,0,,
UEFA Champions League,16,10212,2nd Half Team Total,Total,true,0.95,0.05,0,,
UEFA Champions League,16,10222,Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
UEFA Champions League,16,10223,Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
UEFA Champions League,16,10224,Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
UEFA Champions League,16,10226,1st Half Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
UEFA Champions League,16,10227,2nd Half Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
UEFA Champions League,16,10228,1st Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
UEFA Champions League,16,10229,1st Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
UEFA Champions League,16,10230,2nd Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
UEFA Champions League,16,10231,2nd Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
UEFA Champions League,16,11100,Player Goals,Total,true,0.95,0.05,0,blue book,betano
UEFA Champions League,16,11239,Player Shots,Total,true,0.95,0.05,0,blue book,betano
UEFA Champions League,16,11100,Player Goals,Total,true,0.95,0.10,0,draftkings,betano
UEFA Champions League,16,10242,Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
UEFA Champions League,16,10243,Team Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
UEFA Champions League,16,10244,Team Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
UEFA Europa League,17,0,Moneyline,Moneyline,true,0.95,0.05,0,,
UEFA Europa League,17,10001,Asian Handicap,Spread,true,0.95,0.05,0,blue book,1xbet
UEFA Europa League,17,10002,Total Goals,Total,true,0.95,0.05,0,,
UEFA Europe League,17,10003,Double Chance,Double Chance,true,0.99,0.01,0,blue book,betano
UEFA Europa League,17,10009,Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,blue book,betano
UEFA Europa League,17,10010,Draw No Bet,Moneyline,true,0.95,0.05,0,blue book,betano
UEFA Europa League,17,10015,1st Half Double Chance,Double Chance,true,0.95,0.05,0,blue book,betano
UEFA Europa League,17,10016,2nd Half Double Chance,Double Chance,true,0.95,0.05,0,blue book,betano
UEFA Europa League,17,10017,Team Total,Total,true,0.95,0.05,0,,
UEFA Europa League,17,10018,Team Total,Total,true,0.95,0.05,0,,
UEFA Europa League,17,10021,1st Half Moneyline,Moneyline,true,0.99,0.01,0,,
UEFA Europa League,17,10022,2nd Half Moneyline,Moneyline,true,0.99,0.01,0,,
UEFA Europa League,17,10031,1st Half Total Goals,Total,true,0.95,0.05,0,,
UEFA Europa League,17,10032,2nd Half Total Goals,Total,true,0.95,0.05,0,,
UEFA Europa League,17,10100,Correct Score,Correct Score,true,0.99,0.01,0,blue book,betano
UEFA Europa League,17,10101,1st Half Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,,
UEFA Europa League,17,10102,2nd Half Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,,
UEFA Europa League,17,10111,1st Half Team Total,Total,true,0.95,0.05,0,,
UEFA Europa League,17,10112,1st Half Team Total,Total,true,0.95,0.05,0,,
UEFA Europa League,17,10121,1st Half Draw No Bet,Moneyline,true,0.95,0.05,0,,
UEFA Europa League,17,10122,2nd Half Draw No Bet,Moneyline,true,0.95,0.05,0,,
UEFA Europa League,17,10163,1st Half Correct Score,Correct Score,true,0.99,0.01,0,blue book,
UEFA Europa League,17,10164,2nd Half Correct Score,Correct Score,true,0.99,0.01,0,blue book,
UEFA Europa League,17,10211,2nd Half Team Total,Total,true,0.95,0.05,0,,
UEFA Europa League,17,10212,2nd Half Team Total,Total,true,0.95,0.05,0,,
UEFA Europa League,17,10222,Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
UEFA Europa League,17,10223,Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
UEFA Europa League,17,10224,Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
UEFA Europa League,17,10226,1st Half Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
UEFA Europa League,17,10227,2nd Half Total Corners,Total,true,0.95,0.05,0,pinnacle,betano
UEFA Europa League,17,10228,1st Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
UEFA Europa League,17,10229,1st Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
UEFA Europa League,17,10230,2nd Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
UEFA Europa League,17,10231,2nd Half Team Total Corners,Total,true,0.95,0.05,0,pinnacle,
UEFA Europa League,17,11100,Player Goals,Total,true,0.95,0.10,0,draftkings,betano
UEFA Europa League,17,10242,Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
UEFA Europa League,17,10243,Team Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
UEFA Europa League,17,10244,Team Total Card Points,Total,true,0.95,0.05,0,draftkings,betano
WTA Events,152,0,Moneyline,Moneyline,true,0.95,0.05,0,,
WTA Events,152,10001,Game Spread,Spread,true,0.95,0.05,0,,
WTA Events,152,10002,Total Games,Total,true,0.95,0.05,0,,
WTA Events,152,10100,Correct Score,Correct Score,true,0.99,0.01,0,,
WTA Events,152,10013,Set Handicap,Spread,true,0.95,0.05,0,,
WTA Events,152,10017,Player Games Won,Total,true,0.95,0.05,0,,
WTA Events,152,10018,Player Games Won,Total,true,0.95,0.05,0,,
WTA Events,152,10031,1st Set Total Games,Total,true,0.95,0.05,0,,
WTA Events,152,10032,2nd Set Total Games,Total,true,0.95,0.05,0,,
WTA Events,152,10033,3rd Set Total Games,Total,true,0.95,0.05,0,,
WTA Events,152,10034,3rd Set Total Games,Total,true,0.95,0.05,0,,
WTA Events,152,10035,3rd Set Total Games,Total,true,0.95,0.05,0,,
WTA Events,152,10041,1st Set Game Spread,Spread,true,0.95,0.05,0,,
WTA Events,152,10042,2nd Set Game Spread,Spread,true,0.95,0.05,0,,
WTA Events,152,10043,3rd Set Game Spread,Spread,true,0.95,0.05,0,,
WTA Events,152,10044,4th Set Game Spread,Spread,true,0.95,0.05,0,,
WTA Events,152,10045,5th Set Game Spread,Spread,true,0.95,0.05,0,,
WTA Events,152,10021,1st Set Moneyline,Moneyline,true,0.99,0.01,0,,
WTA Events,152,10022,2nd Set Moneyline,Moneyline,true,0.99,0.01,0,,
WTA Events,152,10023,3rd Set Moneyline,Moneyline,true,0.99,0.01,0,,
WTA Events,152,10024,4th Set Moneyline,Moneyline,true,0.99,0.01,0,,
WTA Events,152,10025,5th Set Moneyline,Moneyline,true,0.99,0.01,0,,
WTA Events,152,10163,1st Set Correct Score,Correct Score,true,0.99,0.01,0,,
WTA Events,152,10164,2nd Set Correct Score,Correct Score,true,0.99,0.01,0,,
WTA Events,152,10165,3rd Set Correct Score,Correct Score,true,0.99,0.01,0,,
WTA Events,152,10166,4th Set Correct Score,Correct Score,true,0.99,0.01,0,,
WTA Events,152,10167,5th Set Correct Score,Correct Score,true,0.99,0.01,0,,
WTA Events,152,11231,Player Aces,Total,true,0.95,0.05,0,,
WTA Events,152,11232,Player Break Points Won,Total,true,0.95,0.05,0,,
Grand Slam,153,0,Moneyline,Moneyline,true,0.95,0.05,0,,
Grand Slam,153,10001,Game Spread,Spread,true,0.95,0.05,0,,
Grand Slam,153,10002,Total Games,Total,true,0.95,0.05,0,,
ATP Events,156,0,Moneyline,Moneyline,true,0.95,0.05,0,,
ATP Events,156,10001,Game Spread,Spread,true,0.95,0.05,0,,
ATP Events,156,10002,Total Games,Total,true,0.95,0.05,0,,
ATP Events,156,10100,Correct Score,Correct Score,true,0.99,0.01,0,,
ATP Events,156,10013,Set Handicap,Spread,true,0.95,0.05,0,,
ATP Events,156,10017,Player Games Won,Total,true,0.95,0.05,0,,
ATP Events,156,10018,Player Games Won,Total,true,0.95,0.05,0,,
ATP Events,156,10031,1st Set Total Games,Total,true,0.95,0.05,0,,
ATP Events,156,10032,2nd Set Total Games,Total,true,0.95,0.05,0,,
ATP Events,156,10033,3rd Set Total Games,Total,true,0.95,0.05,0,,
ATP Events,156,10034,4th Set Total Games,Total,true,0.95,0.05,0,,
ATP Events,156,10035,5th Set Total Games,Total,true,0.95,0.05,0,,
ATP Events,156,10041,1st Set Game Spread,Spread,true,0.95,0.05,0,,
ATP Events,156,10042,2nd Set Game Spread,Spread,true,0.95,0.05,0,,
ATP Events,156,10043,3rd Set Game Spread,Spread,true,0.95,0.05,0,,
ATP Events,156,10044,4th Set Game Spread,Spread,true,0.95,0.05,0,,
ATP Events,156,10045,5th Set Game Spread,Spread,true,0.95,0.05,0,,
ATP Events,156,10021,1st Set Moneyline,Moneyline,true,0.99,0.01,0,,
ATP Events,156,10022,2nd Set Moneyline,Moneyline,true,0.99,0.01,0,,
ATP Events,156,10023,3rd Set Moneyline,Moneyline,true,0.99,0.01,0,,
ATP Events,156,10024,4th Set Moneyline,Moneyline,true,0.99,0.01,0,,
ATP Events,156,10025,5th Set Moneyline,Moneyline,true,0.99,0.01,0,,
ATP Events,156,10163,1st Set Correct Score,Correct Score,true,0.99,0.01,0,,
ATP Events,156,10164,2nd Set Correct Score,Correct Score,true,0.99,0.01,0,,
ATP Events,156,10165,3rd Set Correct Score,Correct Score,true,0.99,0.01,0,,
ATP Events,156,10166,4th Set Correct Score,Correct Score,true,0.99,0.01,0,,
ATP Events,156,10167,5th Set Correct Score,Correct Score,true,0.99,0.01,0,,
ATP Events,156,11231,Player Aces,Total,true,0.95,0.05,0,,
ATP Events,156,11232,Player Break Points Won,Total,true,0.95,0.05,0,,
ATP Challenger,157,0,Moneyline,Moneyline,true,0.95,0.05,0,,
ATP Challenger,157,10001,Game Spread,Spread,true,0.95,0.05,0,,
ATP Challenger,157,10002,Total Games,Total,true,0.95,0.05,0,,
ATP Challenger,157,10100,Correct Score,Correct Score,true,0.99,0.01,0,,
ATP Challenger,157,10013,Set Handicap,Spread,true,0.95,0.05,0,,
ATP Challenger,157,10017,Player Games Won,Total,true,0.95,0.05,0,,
ATP Challenger,157,10018,Player Games Won,Total,true,0.95,0.05,0,,
ATP Challenger,157,10031,1st Set Total Games,Total,true,0.95,0.05,0,,
ATP Challenger,157,10032,2nd Set Total Games,Total,true,0.95,0.05,0,,
ATP Challenger,157,10033,3rd Set Total Games,Total,true,0.95,0.05,0,,
ATP Challenger,157,10041,1st Set Game Spread,Spread,true,0.95,0.05,0,,
ATP Challenger,157,10042,2nd Set Game Spread,Spread,true,0.95,0.05,0,,
ATP Challenger,157,10043,3rd Set Game Spread,Spread,true,0.95,0.05,0,,
ATP Challenger,157,10021,1st Set Moneyline,Moneyline,true,0.99,0.01,0,,
ATP Challenger,157,10022,2nd Set Moneyline,Moneyline,true,0.99,0.01,0,,
ATP Challenger,157,10023,3rd Set Moneyline,Moneyline,true,0.99,0.01,0,,
ATP Challenger,157,11231,Player Aces,Total,true,0.95,0.05,0,,
ATP Challenger,157,11232,Player Break Points Won,Total,true,0.95,0.05,0,,
Davis Cup,154,0,Moneyline,Moneyline,true,0.95,0.05,0,,
Davis Cup,154,10001,Game Spread,Spread,true,0.95,0.05,0,,
Davis Cup,154,10002,Total Games,Total,true,0.95,0.05,0,,
Davis Cup,154,10100,Correct Score,Correct Score,true,0.99,0.01,0,,
Davis Cup,154,10013,Set Handicap,Spread,true,0.95,0.05,0,,
Davis Cup,154,10017,Player Games Won,Total,true,0.95,0.05,0,,
